Ttra.rna.tri.57.1	Ttra.rna.tri.57
Ttra.rna.tri.58.1	Ttra.rna.tri.58
Ttra.rna.tri.59.1	Ttra.rna.tri.59
Ttra.rna.tri.60.1	Ttra.rna.tri.60
Ttra.rna.tri.61.1	Ttra.rna.tri.61
Ttra.rna.tri.62.1	Ttra.rna.tri.62
Ttra.rna.tri.63.1	Ttra.rna.tri.63
Ttra.rna.tri.64.1	Ttra.rna.tri.64
Ttra.rna.tri.65.1	Ttra.rna.tri.65
Ttra.rna.tri.66.1	Ttra.rna.tri.66
Ttra.rna.tri.67.1	Ttra.rna.tri.67
Ttra.rna.tri.68.1	Ttra.rna.tri.68
Ttra.rna.tri.68.2	Ttra.rna.tri.68
Ttra.rna.tri.69.1	Ttra.rna.tri.69
Ttra.rna.tri.70.1	Ttra.rna.tri.70
Ttra.rna.tri.71.1	Ttra.rna.tri.71
Ttra.rna.tri.72.1	Ttra.rna.tri.72
Ttra.rna.tri.73.1	Ttra.rna.tri.73
Ttra.rna.tri.74.1	Ttra.rna.tri.74
Ttra.rna.tri.75.1	Ttra.rna.tri.75
Ttra.rna.tri.76.1	Ttra.rna.tri.76
Ttra.rna.tri.77.1	Ttra.rna.tri.77
Ttra.rna.tri.78.1	Ttra.rna.tri.78
Ttra.rna.tri.79.1	Ttra.rna.tri.79
Ttra.rna.tri.80.1	Ttra.rna.tri.80
Ttra.rna.tri.81.1	Ttra.rna.tri.81
Ttra.rna.tri.81.2	Ttra.rna.tri.81
Ttra.rna.tri.82.1	Ttra.rna.tri.82
Ttra.rna.tri.83.1	Ttra.rna.tri.83
Ttra.rna.tri.84.1	Ttra.rna.tri.84
Ttra.rna.tri.85.1	Ttra.rna.tri.85
Ttra.rna.tri.86.1	Ttra.rna.tri.86
Ttra.rna.tri.87.1	Ttra.rna.tri.87
Ttra.rna.tri.88.1	Ttra.rna.tri.88
Ttra.rna.tri.89.1	Ttra.rna.tri.89
Ttra.rna.tri.90.1	Ttra.rna.tri.90
Ttra.rna.tri.91.1	Ttra.rna.tri.91
Ttra.rna.tri.92.1	Ttra.rna.tri.92
Ttra.rna.tri.93.1	Ttra.rna.tri.93
Ttra.rna.tri.94.1	Ttra.rna.tri.94
Ttra.rna.tri.95.1	Ttra.rna.tri.95
Ttra.rna.tri.96.1	Ttra.rna.tri.96
Ttra.rna.tri.97.1	Ttra.rna.tri.97
Ttra.rna.tri.98.1	Ttra.rna.tri.98
Ttra.rna.tri.99.1	Ttra.rna.tri.99
Ttra.rna.tri.99.2	Ttra.rna.tri.99
Ttra.rna.tri.100.1	Ttra.rna.tri.100
Ttra.rna.tri.101.1	Ttra.rna.tri.101
Ttra.rna.tri.102.1	Ttra.rna.tri.102
Ttra.rna.tri.103.1	Ttra.rna.tri.103
Ttra.rna.tri.104.1	Ttra.rna.tri.104
Ttra.rna.tri.105.1	Ttra.rna.tri.105
Ttra.rna.tri.105.2	Ttra.rna.tri.105
Ttra.rna.tri.106.1	Ttra.rna.tri.106
Ttra.rna.tri.107.1	Ttra.rna.tri.107
Ttra.rna.tri.108.1	Ttra.rna.tri.108
Ttra.rna.tri.109.1	Ttra.rna.tri.109
Ttra.rna.tri.110.1	Ttra.rna.tri.110
Ttra.rna.tri.111.1	Ttra.rna.tri.111
Ttra.rna.tri.112.1	Ttra.rna.tri.112
Ttra.rna.tri.113.1	Ttra.rna.tri.113
Ttra.rna.tri.114.1	Ttra.rna.tri.114
Ttra.rna.tri.115.1	Ttra.rna.tri.115
Ttra.rna.tri.116.1	Ttra.rna.tri.116
Ttra.rna.tri.117.1	Ttra.rna.tri.117
Ttra.rna.tri.118.1	Ttra.rna.tri.118
Ttra.rna.tri.119.1	Ttra.rna.tri.119
Ttra.rna.tri.120.1	Ttra.rna.tri.120
Ttra.rna.tri.121.1	Ttra.rna.tri.121
Ttra.rna.tri.122.1	Ttra.rna.tri.122
Ttra.rna.tri.123.1	Ttra.rna.tri.123
Ttra.rna.tri.124.1	Ttra.rna.tri.124
Ttra.rna.tri.125.1	Ttra.rna.tri.125
Ttra.rna.tri.126.1	Ttra.rna.tri.126
Ttra.rna.tri.127.1	Ttra.rna.tri.127
Ttra.rna.tri.128.1	Ttra.rna.tri.128
Ttra.rna.tri.129.1	Ttra.rna.tri.129
Ttra.rna.tri.130.1	Ttra.rna.tri.130
Ttra.rna.tri.131.1	Ttra.rna.tri.131
Ttra.rna.tri.132.1	Ttra.rna.tri.132
Ttra.rna.tri.133.1	Ttra.rna.tri.133
Ttra.rna.tri.133.2	Ttra.rna.tri.133
Ttra.rna.tri.134.1	Ttra.rna.tri.134
Ttra.rna.tri.135.1	Ttra.rna.tri.135
Ttra.rna.tri.136.1	Ttra.rna.tri.136
Ttra.rna.tri.137.1	Ttra.rna.tri.137
Ttra.rna.tri.138.1	Ttra.rna.tri.138
Ttra.rna.tri.139.1	Ttra.rna.tri.139
Ttra.rna.tri.140.1	Ttra.rna.tri.140
Ttra.rna.tri.141.1	Ttra.rna.tri.141
Ttra.rna.tri.142.1	Ttra.rna.tri.142
Ttra.rna.tri.143.1	Ttra.rna.tri.143
Ttra.rna.tri.144.1	Ttra.rna.tri.144
Ttra.rna.tri.144.2	Ttra.rna.tri.144
Ttra.rna.tri.145.1	Ttra.rna.tri.145
Ttra.rna.tri.146.1	Ttra.rna.tri.146
Ttra.rna.tri.147.1	Ttra.rna.tri.147
Ttra.rna.tri.148.1	Ttra.rna.tri.148
Ttra.rna.tri.149.1	Ttra.rna.tri.149
Ttra.rna.tri.150.1	Ttra.rna.tri.150
Ttra.rna.tri.151.1	Ttra.rna.tri.151
Ttra.rna.tri.152.1	Ttra.rna.tri.152
Ttra.rna.tri.153.1	Ttra.rna.tri.153
Ttra.rna.tri.154.1	Ttra.rna.tri.154
Ttra.rna.tri.155.1	Ttra.rna.tri.155
Ttra.rna.tri.155.2	Ttra.rna.tri.155
Ttra.rna.tri.156.1	Ttra.rna.tri.156
Ttra.rna.tri.157.1	Ttra.rna.tri.157
Ttra.rna.tri.158.1	Ttra.rna.tri.158
Ttra.rna.tri.159.1	Ttra.rna.tri.159
Ttra.rna.tri.160.1	Ttra.rna.tri.160
Ttra.rna.tri.160.2	Ttra.rna.tri.160
Ttra.rna.tri.161.1	Ttra.rna.tri.161
Ttra.rna.tri.162.1	Ttra.rna.tri.162
Ttra.rna.tri.163.1	Ttra.rna.tri.163
Ttra.rna.tri.164.1	Ttra.rna.tri.164
Ttra.rna.tri.165.1	Ttra.rna.tri.165
Ttra.rna.tri.166.1	Ttra.rna.tri.166
Ttra.rna.tri.167.1	Ttra.rna.tri.167
Ttra.rna.tri.168.1	Ttra.rna.tri.168
Ttra.rna.tri.169.1	Ttra.rna.tri.169
Ttra.rna.tri.170.1	Ttra.rna.tri.170
Ttra.rna.tri.171.1	Ttra.rna.tri.171
Ttra.rna.tri.172.1	Ttra.rna.tri.172
Ttra.rna.tri.173.1	Ttra.rna.tri.173
Ttra.rna.tri.174.1	Ttra.rna.tri.174
Ttra.rna.tri.175.1	Ttra.rna.tri.175
Ttra.rna.tri.176.1	Ttra.rna.tri.176
Ttra.rna.tri.177.1	Ttra.rna.tri.177
Ttra.rna.tri.178.1	Ttra.rna.tri.178
Ttra.rna.tri.179.1	Ttra.rna.tri.179
Ttra.rna.tri.180.1	Ttra.rna.tri.180
Ttra.rna.tri.181.1	Ttra.rna.tri.181
Ttra.rna.tri.182.1	Ttra.rna.tri.182
Ttra.rna.tri.183.1	Ttra.rna.tri.183
Ttra.rna.tri.184.1	Ttra.rna.tri.184
Ttra.rna.tri.185.1	Ttra.rna.tri.185
Ttra.rna.tri.186.1	Ttra.rna.tri.186
Ttra.rna.tri.187.1	Ttra.rna.tri.187
Ttra.rna.tri.188.1	Ttra.rna.tri.188
Ttra.rna.tri.189.1	Ttra.rna.tri.189
Ttra.rna.tri.190.1	Ttra.rna.tri.190
Ttra.rna.tri.191.1	Ttra.rna.tri.191
Ttra.rna.tri.192.1	Ttra.rna.tri.192
Ttra.rna.tri.193.1	Ttra.rna.tri.193
Ttra.rna.tri.194.1	Ttra.rna.tri.194
Ttra.rna.tri.195.1	Ttra.rna.tri.195
Ttra.rna.tri.196.1	Ttra.rna.tri.196
Ttra.rna.tri.197.1	Ttra.rna.tri.197
Ttra.rna.tri.197.2	Ttra.rna.tri.197
Ttra.rna.tri.198.1	Ttra.rna.tri.198
Ttra.rna.tri.199.1	Ttra.rna.tri.199
Ttra.rna.tri.200.1	Ttra.rna.tri.200
Ttra.rna.tri.201.1	Ttra.rna.tri.201
Ttra.rna.tri.201.2	Ttra.rna.tri.201
Ttra.rna.tri.202.1	Ttra.rna.tri.202
Ttra.rna.tri.203.1	Ttra.rna.tri.203
Ttra.rna.tri.204.1	Ttra.rna.tri.204
Ttra.rna.tri.205.1	Ttra.rna.tri.205
Ttra.rna.tri.206.1	Ttra.rna.tri.206
Ttra.rna.tri.207.1	Ttra.rna.tri.207
Ttra.rna.tri.208.1	Ttra.rna.tri.208
Ttra.rna.tri.209.1	Ttra.rna.tri.209
Ttra.rna.tri.210.1	Ttra.rna.tri.210
Ttra.rna.tri.210.2	Ttra.rna.tri.210
Ttra.rna.tri.211.1	Ttra.rna.tri.211
Ttra.rna.tri.212.1	Ttra.rna.tri.212
Ttra.rna.tri.213.1	Ttra.rna.tri.213
Ttra.rna.tri.214.1	Ttra.rna.tri.214
Ttra.rna.tri.215.1	Ttra.rna.tri.215
Ttra.rna.tri.216.1	Ttra.rna.tri.216
Ttra.rna.tri.217.1	Ttra.rna.tri.217
Ttra.rna.tri.218.1	Ttra.rna.tri.218
Ttra.rna.tri.219.1	Ttra.rna.tri.219
Ttra.rna.tri.219.2	Ttra.rna.tri.219
Ttra.rna.tri.220.1	Ttra.rna.tri.220
Ttra.rna.tri.221.1	Ttra.rna.tri.221
Ttra.rna.tri.222.1	Ttra.rna.tri.222
Ttra.rna.tri.223.1	Ttra.rna.tri.223
Ttra.rna.tri.224.1	Ttra.rna.tri.224
Ttra.rna.tri.225.1	Ttra.rna.tri.225
Ttra.rna.tri.226.1	Ttra.rna.tri.226
Ttra.rna.tri.227.1	Ttra.rna.tri.227
Ttra.rna.tri.228.1	Ttra.rna.tri.228
Ttra.rna.tri.229.1	Ttra.rna.tri.229
Ttra.rna.tri.230.1	Ttra.rna.tri.230
Ttra.rna.tri.231.1	Ttra.rna.tri.231
Ttra.rna.tri.232.1	Ttra.rna.tri.232
Ttra.rna.tri.233.1	Ttra.rna.tri.233
Ttra.rna.tri.234.1	Ttra.rna.tri.234
Ttra.rna.tri.235.1	Ttra.rna.tri.235
Ttra.rna.tri.236.1	Ttra.rna.tri.236
Ttra.rna.tri.237.1	Ttra.rna.tri.237
Ttra.rna.tri.237.2	Ttra.rna.tri.237
Ttra.rna.tri.238.1	Ttra.rna.tri.238
Ttra.rna.tri.239.1	Ttra.rna.tri.239
Ttra.rna.tri.240.1	Ttra.rna.tri.240
Ttra.rna.tri.241.1	Ttra.rna.tri.241
Ttra.rna.tri.242.1	Ttra.rna.tri.242
Ttra.rna.tri.243.1	Ttra.rna.tri.243
Ttra.rna.tri.244.1	Ttra.rna.tri.244
Ttra.rna.tri.245.1	Ttra.rna.tri.245
Ttra.rna.tri.246.1	Ttra.rna.tri.246
Ttra.rna.tri.247.1	Ttra.rna.tri.247
Ttra.rna.tri.248.1	Ttra.rna.tri.248
Ttra.rna.tri.249.1	Ttra.rna.tri.249
Ttra.rna.tri.250.1	Ttra.rna.tri.250
Ttra.rna.tri.251.1	Ttra.rna.tri.251
Ttra.rna.tri.252.1	Ttra.rna.tri.252
Ttra.rna.tri.253.1	Ttra.rna.tri.253
Ttra.rna.tri.254.1	Ttra.rna.tri.254
Ttra.rna.tri.255.1	Ttra.rna.tri.255
Ttra.rna.tri.256.1	Ttra.rna.tri.256
Ttra.rna.tri.257.1	Ttra.rna.tri.257
Ttra.rna.tri.258.1	Ttra.rna.tri.258
Ttra.rna.tri.259.1	Ttra.rna.tri.259
Ttra.rna.tri.260.1	Ttra.rna.tri.260
Ttra.rna.tri.261.1	Ttra.rna.tri.261
Ttra.rna.tri.262.1	Ttra.rna.tri.262
Ttra.rna.tri.263.1	Ttra.rna.tri.263
Ttra.rna.tri.264.1	Ttra.rna.tri.264
Ttra.rna.tri.265.1	Ttra.rna.tri.265
Ttra.rna.tri.266.1	Ttra.rna.tri.266
Ttra.rna.tri.267.1	Ttra.rna.tri.267
Ttra.rna.tri.268.1	Ttra.rna.tri.268
Ttra.rna.tri.269.1	Ttra.rna.tri.269
Ttra.rna.tri.270.1	Ttra.rna.tri.270
Ttra.rna.tri.271.1	Ttra.rna.tri.271
Ttra.rna.tri.272.1	Ttra.rna.tri.272
Ttra.rna.tri.273.1	Ttra.rna.tri.273
Ttra.rna.tri.274.1	Ttra.rna.tri.274
Ttra.rna.tri.275.1	Ttra.rna.tri.275
Ttra.rna.tri.276.1	Ttra.rna.tri.276
Ttra.rna.tri.277.1	Ttra.rna.tri.277
Ttra.rna.tri.278.1	Ttra.rna.tri.278
Ttra.rna.tri.279.1	Ttra.rna.tri.279
Ttra.rna.tri.280.1	Ttra.rna.tri.280
Ttra.rna.tri.281.1	Ttra.rna.tri.281
Ttra.rna.tri.282.1	Ttra.rna.tri.282
Ttra.rna.tri.283.1	Ttra.rna.tri.283
Ttra.rna.tri.284.1	Ttra.rna.tri.284
Ttra.rna.tri.284.2	Ttra.rna.tri.284
Ttra.rna.tri.285.1	Ttra.rna.tri.285
Ttra.rna.tri.286.1	Ttra.rna.tri.286
Ttra.rna.tri.287.1	Ttra.rna.tri.287
Ttra.rna.tri.288.1	Ttra.rna.tri.288
Ttra.rna.tri.289.1	Ttra.rna.tri.289
Ttra.rna.tri.290.1	Ttra.rna.tri.290
Ttra.rna.tri.291.1	Ttra.rna.tri.291
Ttra.rna.tri.292.1	Ttra.rna.tri.292
Ttra.rna.tri.292.2	Ttra.rna.tri.292
Ttra.rna.tri.293.1	Ttra.rna.tri.293
Ttra.rna.tri.293.2	Ttra.rna.tri.293
Ttra.rna.tri.294.1	Ttra.rna.tri.294
Ttra.rna.tri.295.1	Ttra.rna.tri.295
Ttra.rna.tri.296.1	Ttra.rna.tri.296
Ttra.rna.tri.297.1	Ttra.rna.tri.297
Ttra.rna.tri.298.1	Ttra.rna.tri.298
Ttra.rna.tri.299.1	Ttra.rna.tri.299
Ttra.rna.tri.300.1	Ttra.rna.tri.300
Ttra.rna.tri.301.1	Ttra.rna.tri.301
Ttra.rna.tri.302.1	Ttra.rna.tri.302
Ttra.rna.tri.303.1	Ttra.rna.tri.303
Ttra.rna.tri.304.1	Ttra.rna.tri.304
Ttra.rna.tri.305.1	Ttra.rna.tri.305
Ttra.rna.tri.305.2	Ttra.rna.tri.305
Ttra.rna.tri.306.1	Ttra.rna.tri.306
Ttra.rna.tri.307.1	Ttra.rna.tri.307
Ttra.rna.tri.308.1	Ttra.rna.tri.308
Ttra.rna.tri.309.1	Ttra.rna.tri.309
Ttra.rna.tri.309.2	Ttra.rna.tri.309
Ttra.rna.tri.310.1	Ttra.rna.tri.310
Ttra.rna.tri.311.1	Ttra.rna.tri.311
Ttra.rna.tri.312.1	Ttra.rna.tri.312
Ttra.rna.tri.312.2	Ttra.rna.tri.312
Ttra.rna.tri.313.1	Ttra.rna.tri.313
Ttra.rna.tri.314.1	Ttra.rna.tri.314
Ttra.rna.tri.315.1	Ttra.rna.tri.315
Ttra.rna.tri.316.1	Ttra.rna.tri.316
Ttra.rna.tri.317.1	Ttra.rna.tri.317
Ttra.rna.tri.318.1	Ttra.rna.tri.318
Ttra.rna.tri.319.1	Ttra.rna.tri.319
Ttra.rna.tri.320.1	Ttra.rna.tri.320
Ttra.rna.tri.321.1	Ttra.rna.tri.321
Ttra.rna.tri.322.1	Ttra.rna.tri.322
Ttra.rna.tri.323.1	Ttra.rna.tri.323
Ttra.rna.tri.324.1	Ttra.rna.tri.324
Ttra.rna.tri.325.1	Ttra.rna.tri.325
Ttra.rna.tri.326.1	Ttra.rna.tri.326
Ttra.rna.tri.326.2	Ttra.rna.tri.326
Ttra.rna.tri.327.1	Ttra.rna.tri.327
Ttra.rna.tri.328.1	Ttra.rna.tri.328
Ttra.rna.tri.329.1	Ttra.rna.tri.329
Ttra.rna.tri.330.1	Ttra.rna.tri.330
Ttra.rna.tri.331.1	Ttra.rna.tri.331
Ttra.rna.tri.332.1	Ttra.rna.tri.332
Ttra.rna.tri.333.1	Ttra.rna.tri.333
Ttra.rna.tri.334.1	Ttra.rna.tri.334
Ttra.rna.tri.335.1	Ttra.rna.tri.335
Ttra.rna.tri.336.1	Ttra.rna.tri.336
Ttra.rna.tri.337.1	Ttra.rna.tri.337
Ttra.rna.tri.338.1	Ttra.rna.tri.338
Ttra.rna.tri.339.1	Ttra.rna.tri.339
Ttra.rna.tri.340.1	Ttra.rna.tri.340
Ttra.rna.tri.341.1	Ttra.rna.tri.341
Ttra.rna.tri.342.1	Ttra.rna.tri.342
Ttra.rna.tri.343.1	Ttra.rna.tri.343
Ttra.rna.tri.344.1	Ttra.rna.tri.344
Ttra.rna.tri.345.1	Ttra.rna.tri.345
Ttra.rna.tri.346.1	Ttra.rna.tri.346
Ttra.rna.tri.347.1	Ttra.rna.tri.347
Ttra.rna.tri.348.1	Ttra.rna.tri.348
Ttra.rna.tri.349.1	Ttra.rna.tri.349
Ttra.rna.tri.349.2	Ttra.rna.tri.349
Ttra.rna.tri.350.1	Ttra.rna.tri.350
Ttra.rna.tri.351.1	Ttra.rna.tri.351
Ttra.rna.tri.352.1	Ttra.rna.tri.352
Ttra.rna.tri.353.1	Ttra.rna.tri.353
Ttra.rna.tri.353.2	Ttra.rna.tri.353
Ttra.rna.tri.354.1	Ttra.rna.tri.354
Ttra.rna.tri.354.2	Ttra.rna.tri.354
Ttra.rna.tri.355.1	Ttra.rna.tri.355
Ttra.rna.tri.356.1	Ttra.rna.tri.356
Ttra.rna.tri.357.1	Ttra.rna.tri.357
Ttra.rna.tri.358.1	Ttra.rna.tri.358
Ttra.rna.tri.359.1	Ttra.rna.tri.359
Ttra.rna.tri.360.1	Ttra.rna.tri.360
Ttra.rna.tri.361.1	Ttra.rna.tri.361
Ttra.rna.tri.362.1	Ttra.rna.tri.362
Ttra.rna.tri.363.1	Ttra.rna.tri.363
Ttra.rna.tri.364.1	Ttra.rna.tri.364
Ttra.rna.tri.365.1	Ttra.rna.tri.365
Ttra.rna.tri.366.1	Ttra.rna.tri.366
Ttra.rna.tri.366.2	Ttra.rna.tri.366
Ttra.rna.tri.367.1	Ttra.rna.tri.367
Ttra.rna.tri.368.1	Ttra.rna.tri.368
Ttra.rna.tri.369.1	Ttra.rna.tri.369
Ttra.rna.tri.370.1	Ttra.rna.tri.370
Ttra.rna.tri.371.1	Ttra.rna.tri.371
Ttra.rna.tri.372.1	Ttra.rna.tri.372
Ttra.rna.tri.373.1	Ttra.rna.tri.373
Ttra.rna.tri.373.2	Ttra.rna.tri.373
Ttra.rna.tri.374.1	Ttra.rna.tri.374
Ttra.rna.tri.375.1	Ttra.rna.tri.375
Ttra.rna.tri.376.1	Ttra.rna.tri.376
Ttra.rna.tri.377.1	Ttra.rna.tri.377
Ttra.rna.tri.378.1	Ttra.rna.tri.378
Ttra.rna.tri.379.1	Ttra.rna.tri.379
Ttra.rna.tri.380.1	Ttra.rna.tri.380
Ttra.rna.tri.381.1	Ttra.rna.tri.381
Ttra.rna.tri.382.1	Ttra.rna.tri.382
Ttra.rna.tri.383.1	Ttra.rna.tri.383
Ttra.rna.tri.384.1	Ttra.rna.tri.384
Ttra.rna.tri.385.1	Ttra.rna.tri.385
Ttra.rna.tri.386.1	Ttra.rna.tri.386
Ttra.rna.tri.386.2	Ttra.rna.tri.386
Ttra.rna.tri.387.1	Ttra.rna.tri.387
Ttra.rna.tri.388.1	Ttra.rna.tri.388
Ttra.rna.tri.389.1	Ttra.rna.tri.389
Ttra.rna.tri.390.1	Ttra.rna.tri.390
Ttra.rna.tri.391.1	Ttra.rna.tri.391
Ttra.rna.tri.392.1	Ttra.rna.tri.392
Ttra.rna.tri.393.1	Ttra.rna.tri.393
Ttra.rna.tri.393.2	Ttra.rna.tri.393
Ttra.rna.tri.394.1	Ttra.rna.tri.394
Ttra.rna.tri.395.1	Ttra.rna.tri.395
Ttra.rna.tri.396.1	Ttra.rna.tri.396
Ttra.rna.tri.397.1	Ttra.rna.tri.397
Ttra.rna.tri.398.1	Ttra.rna.tri.398
Ttra.rna.tri.399.1	Ttra.rna.tri.399
Ttra.rna.tri.400.1	Ttra.rna.tri.400
Ttra.rna.tri.401.1	Ttra.rna.tri.401
Ttra.rna.tri.402.1	Ttra.rna.tri.402
Ttra.rna.tri.403.1	Ttra.rna.tri.403
Ttra.rna.tri.404.1	Ttra.rna.tri.404
Ttra.rna.tri.405.1	Ttra.rna.tri.405
Ttra.rna.tri.406.1	Ttra.rna.tri.406
Ttra.rna.tri.407.1	Ttra.rna.tri.407
Ttra.rna.tri.408.1	Ttra.rna.tri.408
Ttra.rna.tri.409.1	Ttra.rna.tri.409
Ttra.rna.tri.409.2	Ttra.rna.tri.409
Ttra.rna.tri.410.1	Ttra.rna.tri.410
Ttra.rna.tri.411.1	Ttra.rna.tri.411
Ttra.rna.tri.412.1	Ttra.rna.tri.412
Ttra.rna.tri.412.2	Ttra.rna.tri.412
Ttra.rna.tri.413.1	Ttra.rna.tri.413
Ttra.rna.tri.414.1	Ttra.rna.tri.414
Ttra.rna.tri.415.1	Ttra.rna.tri.415
Ttra.rna.tri.416.1	Ttra.rna.tri.416
Ttra.rna.tri.417.1	Ttra.rna.tri.417
Ttra.rna.tri.417.2	Ttra.rna.tri.417
Ttra.rna.tri.418.1	Ttra.rna.tri.418
Ttra.rna.tri.418.2	Ttra.rna.tri.418
Ttra.rna.tri.419.1	Ttra.rna.tri.419
Ttra.rna.tri.420.1	Ttra.rna.tri.420
Ttra.rna.tri.421.1	Ttra.rna.tri.421
Ttra.rna.tri.422.1	Ttra.rna.tri.422
Ttra.rna.tri.423.1	Ttra.rna.tri.423
Ttra.rna.tri.424.1	Ttra.rna.tri.424
Ttra.rna.tri.424.2	Ttra.rna.tri.424
Ttra.rna.tri.425.1	Ttra.rna.tri.425
Ttra.rna.tri.426.1	Ttra.rna.tri.426
Ttra.rna.tri.427.1	Ttra.rna.tri.427
Ttra.rna.tri.428.1	Ttra.rna.tri.428
Ttra.rna.tri.429.1	Ttra.rna.tri.429
Ttra.rna.tri.430.1	Ttra.rna.tri.430
Ttra.rna.tri.431.1	Ttra.rna.tri.431
Ttra.rna.tri.432.1	Ttra.rna.tri.432
Ttra.rna.tri.433.1	Ttra.rna.tri.433
Ttra.rna.tri.434.1	Ttra.rna.tri.434
Ttra.rna.tri.435.1	Ttra.rna.tri.435
Ttra.rna.tri.436.1	Ttra.rna.tri.436
Ttra.rna.tri.437.1	Ttra.rna.tri.437
Ttra.rna.tri.438.1	Ttra.rna.tri.438
Ttra.rna.tri.439.1	Ttra.rna.tri.439
Ttra.rna.tri.440.1	Ttra.rna.tri.440
Ttra.rna.tri.441.1	Ttra.rna.tri.441
Ttra.rna.tri.442.1	Ttra.rna.tri.442
Ttra.rna.tri.443.1	Ttra.rna.tri.443
Ttra.rna.tri.444.1	Ttra.rna.tri.444
Ttra.rna.tri.445.1	Ttra.rna.tri.445
Ttra.rna.tri.446.1	Ttra.rna.tri.446
Ttra.rna.tri.447.1	Ttra.rna.tri.447
Ttra.rna.tri.448.1	Ttra.rna.tri.448
Ttra.rna.tri.449.1	Ttra.rna.tri.449
Ttra.rna.tri.450.1	Ttra.rna.tri.450
Ttra.rna.tri.451.1	Ttra.rna.tri.451
Ttra.rna.tri.451.2	Ttra.rna.tri.451
Ttra.rna.tri.452.1	Ttra.rna.tri.452
Ttra.rna.tri.453.1	Ttra.rna.tri.453
Ttra.rna.tri.454.1	Ttra.rna.tri.454
Ttra.rna.tri.455.1	Ttra.rna.tri.455
Ttra.rna.tri.456.1	Ttra.rna.tri.456
Ttra.rna.tri.457.1	Ttra.rna.tri.457
Ttra.rna.tri.458.1	Ttra.rna.tri.458
Ttra.rna.tri.459.1	Ttra.rna.tri.459
Ttra.rna.tri.460.1	Ttra.rna.tri.460
Ttra.rna.tri.461.1	Ttra.rna.tri.461
